,1,6,0,2,3,5,7,8,9,10,11,13,12,4,14
11697, Private, Adm-clerical,55,213894, 11th, Separated, Unmarried, Black, Female,0,0, United-States,40,7,0
11698, Private, Sales,17,150262, 11th, Never-married, Own-child, White, Female,0,0, United-States,20,7,0
11699, Private, Exec-managerial,40,75363, Some-college, Separated, Unmarried, White, Female,0,0, United-States,40,10,0
11700, Private, Sales,38,272671, Bachelors, Divorced, Own-child, White, Male,0,0, United-States,50,13,0
11701, Self-emp-inc, Exec-managerial,67,411007, HS-grad, Widowed, Not-in-family, White, Female,15831,0, United-States,40,9,1
11702, Private, Machine-op-inspct,44,222434, HS-grad, Divorced, Own-child, White, Male,0,0, United-States,40,9,0
11703, Private, Exec-managerial,26,180246, Some-college, Married-civ-spouse, Husband, White, Male,7688,0, United-States,40,10,1
11704, Private, Handlers-cleaners,25,171236, HS-grad, Divorced, Own-child, White, Female,0,0, United-States,40,9,0
11705, Private, Adm-clerical,45,367037, HS-grad, Divorced, Unmarried, White, Female,0,0, United-States,40,9,0
11706, Private, Adm-clerical,38,304651, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,9,1
11707, Private, Craft-repair,62,97017, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,10,0
11708, Private, Other-service,20,146879, HS-grad, Never-married, Not-in-family, White, Male,0,2001, United-States,40,9,0
11709, State-gov, Other-service,45,320818, Some-college, Married-spouse-absent, Other-relative, Black, Male,0,0, Haiti,40,10,0
11710, Self-emp-not-inc, Prof-specialty,47,84735, Masters, Married-civ-spouse, Wife, White, Female,0,0, United-States,20,14,1
11711, Private, Adm-clerical,49,184428, Bachelors, Divorced, Not-in-family, White, Male,0,0, United-States,40,13,0
11712, Private, Craft-repair,36,326886, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
11713, ?, ?,24,169624, HS-grad, Divorced, Unmarried, Black, Female,0,0, United-States,37,9,0
11714, Private, Other-service,29,212102, HS-grad, Separated, Unmarried, Black, Female,0,0, United-States,30,9,0
11715, Private, Farming-fishing,23,175837, 11th, Never-married, Other-relative, White, Female,0,0, Puerto-Rico,40,7,0
11716, Private, Craft-repair,50,177487, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11717, Private, Exec-managerial,44,286750, Bachelors, Married-civ-spouse, Husband, Black, Male,0,1902, United-States,40,13,1
11718, Private, Prof-specialty,44,171424, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,1
11719, Private, Tech-support,32,194981, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,36,9,0
11720, Private, Other-service,73,199362, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,30,9,0
11721, Private, Prof-specialty,24,204226, Masters, Never-married, Not-in-family, White, Female,0,0, United-States,40,14,0
11722, State-gov, Other-service,46,72506, HS-grad, Married-civ-spouse, Wife, Black, Female,0,0, United-States,40,9,0
11723, Self-emp-inc, Sales,61,61040, Some-college, Married-civ-spouse, Husband, White, Male,7688,0, United-States,36,10,1
11724, Federal-gov, Exec-managerial,37,194630, Masters, Never-married, Own-child, White, Female,0,0, United-States,40,14,0
11725, Private, Craft-repair,29,391867, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,1
11726, Private, Exec-managerial,40,94080, Assoc-acdm, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,12,1
11727, Private, Machine-op-inspct,17,289405, 11th, Never-married, Own-child, Other, Male,0,0, United-States,12,7,0
11728, Private, Adm-clerical,30,170130, HS-grad, Divorced, Unmarried, White, Female,0,0, United-States,40,9,0
11729, Private, Other-service,19,158118, HS-grad, Never-married, Not-in-family, White, Female,0,1719, United-States,40,9,0
11730, Private, Prof-specialty,30,447739, Doctorate, Never-married, Not-in-family, White, Male,0,0, United-States,60,16,0
11731, ?, ?,90,39824, HS-grad, Widowed, Not-in-family, White, Male,401,0, United-States,4,9,0
11732, ?, ?,76,312500, 5th-6th, Widowed, Unmarried, White, Female,0,0, United-States,40,3,0
11733, Private, Adm-clerical,47,223342, HS-grad, Divorced, Unmarried, White, Female,0,1504, United-States,35,9,0
11734, ?, ?,65,293385, Preschool, Married-civ-spouse, Husband, Black, Male,0,0, United-States,30,1,0
11735, Private, Adm-clerical,25,106377, Some-college, Never-married, Own-child, White, Male,0,0, United-States,40,10,0
11736, Private, Prof-specialty,41,66118, Bachelors, Divorced, Own-child, White, Female,0,0, United-States,40,13,0
11737, Private, Transport-moving,47,274883, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11738, Local-gov, Adm-clerical,27,123773, Assoc-acdm, Never-married, Unmarried, Black, Female,0,0, United-States,40,12,0
11739, Local-gov, Craft-repair,42,70655, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,44,9,0
11740, Private, Other-service,49,177426, HS-grad, Divorced, Not-in-family, White, Female,0,0, United-States,20,9,0
11741, Private, Sales,37,200374, Bachelors, Married-civ-spouse, Husband, White, Male,0,1902, United-States,40,13,1
11742, State-gov, Adm-clerical,19,159269, Some-college, Never-married, Own-child, White, Male,0,0, United-States,15,10,0
11743, Private, Craft-repair,24,235894, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,38,9,0
11744, Local-gov, Prof-specialty,34,97723, Prof-school, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,15,1
11745, Private, Adm-clerical,33,167309, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,40,13,0
11746, Self-emp-not-inc, Exec-managerial,44,98106, Some-college, Divorced, Not-in-family, White, Female,0,0, United-States,40,10,0
11747, Federal-gov, Adm-clerical,37,22201, Bachelors, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,7298,0, Philippines,40,13,1
11748, Private, Craft-repair,45,108993, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
11749, Private, Handlers-cleaners,35,265954, Bachelors, Never-married, Not-in-family, Black, Male,0,0, United-States,40,13,0
11750, Self-emp-inc, Sales,58,100960, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,9,0
11751, Private, Other-service,45,170092, Some-college, Divorced, Not-in-family, White, Female,0,0, United-States,50,10,0
11752, Private, Craft-repair,54,326156, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,1
11753, Private, Exec-managerial,45,216932, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,14,1
11754, Private, Exec-managerial,69,36956, Some-college, Married-civ-spouse, Husband, White, Male,20051,0, United-States,50,10,1
11755, Private, Craft-repair,24,214014, HS-grad, Never-married, Own-child, Black, Male,0,0, United-States,40,9,0
11756, Private, Craft-repair,36,99872, HS-grad, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, India,40,9,0
11757, State-gov, Other-service,61,151459, 10th, Never-married, Not-in-family, Black, Female,0,0, United-States,38,6,0
11758, Self-emp-inc, Exec-managerial,57,161662, Bachelors, Married-civ-spouse, Husband, White, Male,7688,0, United-States,60,13,1
11759, Private, Craft-repair,56,367200, HS-grad, Divorced, Other-relative, White, Male,0,0, United-States,40,9,0
11760, Private, Prof-specialty,35,86648, Masters, Married-civ-spouse, Husband, White, Male,0,1977, United-States,45,14,1
11761, Local-gov, Exec-managerial,51,168539, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,13,1
11762, Private, Machine-op-inspct,50,140741, 11th, Never-married, Other-relative, White, Female,0,0, United-States,40,7,0
11763, Private, Tech-support,25,197651, Some-college, Never-married, Own-child, White, Female,0,0, United-States,43,10,0
11764, Private, Exec-managerial,46,123053, Masters, Married-civ-spouse, Husband, Asian-Pac-Islander, Male,0,0, Japan,50,14,1
11765, Private, Adm-clerical,23,330571, Bachelors, Never-married, Own-child, White, Female,0,0, United-States,25,13,0
11766, Private, Transport-moving,44,204235, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11767, State-gov, Adm-clerical,38,346766, HS-grad, Divorced, Unmarried, White, Female,0,0, United-States,40,9,0
11768, ?, ?,35,257250, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
11769, Private, Tech-support,25,163396, Some-college, Never-married, Not-in-family, Other, Female,0,0, United-States,40,10,0
11770, ?, ?,78,135839, HS-grad, Widowed, Not-in-family, White, Female,1086,0, United-States,20,9,0
11771, Private, Other-service,18,36251, 10th, Never-married, Own-child, White, Female,0,0, United-States,15,6,0
11772, Private, Handlers-cleaners,40,149102, HS-grad, Married-spouse-absent, Not-in-family, White, Male,2174,0, Poland,60,9,0
11773, ?, ?,61,222395, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11774, State-gov, Other-service,31,29152, 12th, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,8,0
11775, Private, Farming-fishing,33,79303, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,9,0
11776, Private, Prof-specialty,35,272338, Assoc-voc, Divorced, Unmarried, White, Female,0,0, United-States,40,11,0
11777, State-gov, Exec-managerial,55,200497, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,14,1
11778, Private, Adm-clerical,19,148392, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,30,9,0
11779, Private, Craft-repair,31,164243, Some-college, Married-civ-spouse, Husband, White, Male,0,1579, United-States,40,10,0
11780, State-gov, Exec-managerial,43,129298, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,14,1
11781, Local-gov, Exec-managerial,49,174981, Masters, Married-civ-spouse, Husband, Black, Male,0,0, United-States,47,14,1
11782, Local-gov, Prof-specialty,48,328610, Prof-school, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,15,1
11783, Private, Machine-op-inspct,27,77774, HS-grad, Never-married, Own-child, White, Female,0,0, United-States,34,9,0
11784, State-gov, Exec-managerial,38,134069, Masters, Married-civ-spouse, Husband, White, Male,7298,0, United-States,60,14,1
11785, Private, Adm-clerical,35,209214, HS-grad, Married-civ-spouse, Wife, White, Female,4386,0, United-States,35,9,1
11786, Private, Machine-op-inspct,29,153805, HS-grad, Never-married, Other-relative, Other, Male,0,0, Ecuador,40,9,0
11787, Private, Sales,27,168827, Bachelors, Never-married, Own-child, White, Male,0,0, United-States,2,13,0
11788, Private, Craft-repair,31,373432, 9th, Married-civ-spouse, Husband, White, Male,0,0, United-States,43,5,0
11789, Private, Prof-specialty,26,57600, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,0
11790, Self-emp-not-inc, Sales,53,302847, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,35,9,0
11791, Private, Adm-clerical,23,227594, HS-grad, Never-married, Not-in-family, White, Female,0,0, United-States,30,9,0
11792, Federal-gov, Machine-op-inspct,32,44777, HS-grad, Separated, Not-in-family, Black, Male,0,0, United-States,46,9,0
11793, ?, ?,54,133963, HS-grad, Widowed, Own-child, White, Female,0,0, United-States,40,9,0
11794, Private, Sales,36,279615, Bachelors, Divorced, Own-child, White, Female,0,0, United-States,40,13,0
11795, Private, Farming-fishing,22,276133, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,50,9,0
11796, Private, Adm-clerical,62,136314, Some-college, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,10,0
11797, Private, Craft-repair,41,204410, HS-grad, Married-civ-spouse, Husband, White, Male,0,1485, United-States,44,9,1
11798, Self-emp-inc, Exec-managerial,59,223215, Bachelors, Married-civ-spouse, Husband, White, Male,0,1977, United-States,50,13,1
11799, Private, Adm-clerical,43,184625, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,9,1
11800, Self-emp-inc, Exec-managerial,34,265917, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,1
11801, Private, Adm-clerical,27,158647, Some-college, Never-married, Not-in-family, White, Female,0,0, United-States,40,10,0
11802, Private, Prof-specialty,35,22055, Some-college, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male,0,0, United-States,60,10,0
11803, Local-gov, Transport-moving,41,176716, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,9,0
11804, Private, Prof-specialty,42,270721, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,32,13,0
11805, Private, Craft-repair,24,100321, Some-college, Divorced, Not-in-family, White, Male,0,0, United-States,48,10,0
11806, Private, Transport-moving,35,79050, HS-grad, Never-married, Unmarried, Black, Male,0,0, United-States,72,9,0
11807, Local-gov, Adm-clerical,40,42703, Some-college, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,10,1
11808, Private, Prof-specialty,46,116952, 7th-8th, Married-civ-spouse, Wife, White, Female,0,0, United-States,45,4,0
11809, Private, Craft-repair,45,331643, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,1
11810, Private, Craft-repair,33,207937, HS-grad, Never-married, Not-in-family, White, Male,0,1092, United-States,40,9,0
11811, Private, Other-service,68,223486, HS-grad, Widowed, Unmarried, White, Female,0,0, England,7,9,0
11812, Private, Exec-managerial,33,340332, Bachelors, Separated, Not-in-family, Black, Female,0,0, United-States,45,13,0
11813, Private, Other-service,23,184813, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,20,10,0
11814, Self-emp-not-inc, Farming-fishing,42,32185, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,13,1
11815, Private, Sales,30,197886, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,45,10,1
11816, State-gov, Adm-clerical,35,248374, Some-college, Divorced, Unmarried, Black, Female,0,0, United-States,40,10,0
11817, Private, Adm-clerical,40,382499, HS-grad, Divorced, Unmarried, White, Female,0,0, United-States,50,9,0
11818, State-gov, Prof-specialty,36,108320, Masters, Divorced, Unmarried, White, Male,5455,0, United-States,30,14,0
11819, Self-emp-inc, Adm-clerical,46,161386, 9th, Married-civ-spouse, Wife, White, Female,0,0, United-States,50,5,0
11820, Local-gov, Transport-moving,49,110172, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11821, Private, Exec-managerial,41,144032, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,9,0
11822, Private, Exec-managerial,26,224426, Masters, Never-married, Own-child, White, Male,0,0, United-States,38,14,0
11823, Private, Other-service,37,230408, HS-grad, Divorced, Not-in-family, Black, Female,0,0, United-States,20,9,0
11824, Local-gov, Protective-serv,50,20795, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,1
11825, Private, Other-service,20,174714, Some-college, Never-married, Own-child, White, Male,0,0, United-States,20,10,0
11826, State-gov, Prof-specialty,59,398626, Doctorate, Divorced, Unmarried, White, Male,25236,0, United-States,45,16,1
11827, Private, Sales,30,149531, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
11828, Private, Craft-repair,23,34113, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,9,0
11829, Local-gov, Protective-serv,44,323790, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,1
11830, Private, Adm-clerical,28,331381, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,40,13,0
11831, Private, Exec-managerial,48,160647, Some-college, Never-married, Not-in-family, White, Female,0,0, Ireland,40,10,1
11832, Private, Handlers-cleaners,34,339142, HS-grad, Separated, Unmarried, White, Female,0,0, United-States,40,9,0
11833, Private, Prof-specialty,58,164857, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,99,13,0
11834, Local-gov, Protective-serv,33,267859, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,0
11835, Private, Transport-moving,38,167725, Bachelors, Married-spouse-absent, Not-in-family, Other, Male,0,0, India,84,13,0
11836, Federal-gov, Exec-managerial,49,586657, Bachelors, Married-civ-spouse, Husband, White, Male,7298,0, United-States,40,13,1
11837, Self-emp-not-inc, Other-service,67,105907, 1st-4th, Widowed, Not-in-family, Black, Female,0,0, United-States,20,2,0
11838, Private, Machine-op-inspct,23,200677, 10th, Never-married, Not-in-family, White, Female,0,0, United-States,40,6,0
11839, Private, Prof-specialty,42,193882, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,10,1
11840, Private, Adm-clerical,54,138026, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,40,9,0
11841, Private, Exec-managerial,49,122385, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,14,1
11842, Private, Exec-managerial,35,49020, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,14,1
11843, Private, Craft-repair,26,283715, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
11844, Private, Exec-managerial,31,286406, HS-grad, Never-married, Not-in-family, White, Male,3325,0, United-States,40,9,0
11845, Private, Handlers-cleaners,36,166416, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11846, Private, Machine-op-inspct,25,156334, 10th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,6,0
11847, Local-gov, Prof-specialty,35,45607, Masters, Never-married, Not-in-family, White, Male,0,0, United-States,60,14,1
11848, Local-gov, Prof-specialty,40,112362, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,14,0
11849, Private, Prof-specialty,52,200419, Assoc-acdm, Separated, Not-in-family, White, Female,0,0, United-States,50,12,0
11850, State-gov, Prof-specialty,42,341638, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,13,1
11851, ?, ?,25,34161, 12th, Separated, Unmarried, White, Female,0,0, United-States,30,8,0
11852, Self-emp-not-inc, Prof-specialty,50,127151, Masters, Married-civ-spouse, Wife, White, Female,0,0, Canada,40,14,1
11853, Private, Tech-support,52,321959, Some-college, Married-civ-spouse, Husband, Black, Male,0,0, United-States,40,10,1
11854, Local-gov, Prof-specialty,51,35211, Masters, Married-civ-spouse, Husband, Amer-Indian-Eskimo, Male,0,0, United-States,40,14,0
11855, Private, Handlers-cleaners,19,214935, Some-college, Never-married, Own-child, White, Male,0,0, United-States,40,10,0
11856, Private, Farming-fishing,43,132130, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,1
11857, Private, Transport-moving,57,222247, 12th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,8,1
11858, Private, Exec-managerial,35,165799, HS-grad, Divorced, Not-in-family, White, Male,0,0, United-States,60,9,0
11859, Private, Sales,30,257874, Bachelors, Never-married, Not-in-family, White, Female,0,0, United-States,30,13,0
11860, Private, Craft-repair,38,357173, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11861, State-gov, Adm-clerical,45,305739, Some-college, Divorced, Not-in-family, White, Female,0,0, United-States,40,10,0
11862, Private, Handlers-cleaners,23,172047, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
11863, Private, Other-service,22,110677, Some-college, Separated, Own-child, White, Female,0,0, United-States,40,10,0
11864, ?, ?,21,405684, HS-grad, Never-married, Other-relative, White, Male,0,0, Mexico,35,9,0
11865, Private, Protective-serv,60,82388, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,38,10,0
11866, Private, Prof-specialty,45,289230, Bachelors, Divorced, Unmarried, White, Female,0,0, United-States,48,13,1
11867, Private, Machine-op-inspct,26,101812, HS-grad, Never-married, Unmarried, White, Male,5721,0, United-States,40,9,0
11868, State-gov, Other-service,49,336509, 10th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,6,0
11869, Private, Other-service,29,383402, Some-college, Divorced, Not-in-family, White, Female,0,0, United-States,35,10,0
11870, Private, Tech-support,47,328216, Some-college, Married-civ-spouse, Husband, White, Male,7298,0, United-States,40,10,1
11871, Private, Transport-moving,40,280362, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,35,9,0
11872, Private, Adm-clerical,34,212064, HS-grad, Separated, Unmarried, White, Female,7443,0, United-States,35,9,0
11873, Private, Prof-specialty,42,173704, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,14,0
11874, Private, Craft-repair,33,433375, 1st-4th, Married-civ-spouse, Husband, White, Male,0,0, Mexico,35,2,0
11875, Self-emp-not-inc, Craft-repair,63,106551, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11876, Private, Craft-repair,53,22418, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11877, Private, Craft-repair,38,54816, Assoc-voc, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,11,1
11878, Private, Sales,44,358199, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,10,1
11879, Private, Transport-moving,43,190044, 10th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,6,0
11880, Private, Exec-managerial,26,97698, Masters, Never-married, Not-in-family, White, Male,0,0, United-States,32,14,0
11881, Private, Transport-moving,56,53366, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11882, Private, Adm-clerical,39,236136, Assoc-voc, Divorced, Unmarried, Black, Female,0,0, United-States,40,11,0
11883, Private, Handlers-cleaners,44,326232, 7th-8th, Divorced, Not-in-family, White, Male,0,0, United-States,48,4,0
11884, Private, Adm-clerical,34,581071, HS-grad, Separated, Not-in-family, White, Male,0,0, United-States,48,9,1
11885, Private, Adm-clerical,40,220589, Assoc-acdm, Never-married, Not-in-family, White, Female,0,0, United-States,40,12,0
11886, Federal-gov, Other-service,38,161463, Some-college, Married-civ-spouse, Husband, Black, Male,0,0, United-States,40,10,0
11887, Private, Adm-clerical,44,95255, Some-college, Divorced, Unmarried, White, Female,0,0, United-States,40,10,0
11888, Federal-gov, Protective-serv,34,223267, Some-college, Divorced, Own-child, White, Male,0,0, United-States,72,10,0
11889, Private, Prof-specialty,22,236769, Bachelors, Never-married, Not-in-family, White, Male,0,0, England,20,13,0
11890, Self-emp-inc, Sales,58,229498, Some-college, Widowed, Not-in-family, White, Female,0,0, United-States,20,10,1
11891, Private, Tech-support,43,177083, Some-college, Divorced, Unmarried, White, Female,0,0, United-States,30,10,0
11892, Private, Craft-repair,23,287681, HS-grad, Never-married, Own-child, White, Male,0,0, Columbia,40,9,0
11893, Private, Exec-managerial,41,49797, Some-college, Separated, Not-in-family, Black, Female,0,0, United-States,40,10,0
11894, Private, Other-service,44,174051, Some-college, Never-married, Not-in-family, White, Male,0,0, United-States,35,10,0
11895, Private, Adm-clerical,32,194901, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11896, Local-gov, Protective-serv,38,252250, Assoc-acdm, Married-civ-spouse, Husband, White, Male,0,0, United-States,56,12,1
11897, Private, Sales,47,191277, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,10,1
11898, Private, Other-service,24,174907, HS-grad, Never-married, Own-child, White, Female,0,0, United-States,30,9,0
11899, Private, Exec-managerial,39,167140, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,14,0
11900, Private, Protective-serv,32,236543, 12th, Divorced, Own-child, White, Male,0,0, Mexico,54,8,0
11901, Private, Machine-op-inspct,40,214242, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,9,0
11902, Private, Other-service,34,216864, HS-grad, Divorced, Unmarried, White, Female,0,3770, United-States,45,9,0
11903, Private, Craft-repair,34,245211, HS-grad, Never-married, Unmarried, White, Male,2036,0, United-States,30,9,0
11904, Private, Prof-specialty,57,437727, Masters, Married-civ-spouse, Husband, White, Male,0,1977, United-States,45,14,1
11905, Private, Transport-moving,71,200418, 5th-6th, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,3,0
11906, Local-gov, Prof-specialty,45,167334, Masters, Never-married, Not-in-family, White, Male,0,0, United-States,50,14,1
11907, Private, Transport-moving,54,146834, HS-grad, Divorced, Not-in-family, White, Male,0,0, United-States,45,9,0
11908, Private, Sales,26,78424, Assoc-voc, Never-married, Unmarried, White, Female,0,0, United-States,54,11,0
11909, Private, Exec-managerial,37,182675, Some-college, Married-civ-spouse, Wife, White, Female,0,0, United-States,45,10,1
11910, Self-emp-not-inc, Farming-fishing,28,38079, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,55,10,0
11911, Private, Prof-specialty,42,115178, Bachelors, Divorced, Unmarried, White, Female,0,0, United-States,15,13,0
11912, Private, Craft-repair,45,195949, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11913, Private, Sales,37,167415, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,9,0
11914, Private, Sales,57,223214, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,50,9,0
11915, Private, Prof-specialty,39,22245, Bachelors, Married-civ-spouse, Not-in-family, White, Male,0,0, United-States,60,13,0
11916, State-gov, Adm-clerical,45,81853, Some-college, Married-civ-spouse, Wife, Asian-Pac-Islander, Female,0,0, United-States,40,10,1
11917, Private, Adm-clerical,30,147921, Assoc-voc, Divorced, Not-in-family, White, Female,0,0, United-States,46,11,0
11918, Private, Craft-repair,27,29261, HS-grad, Married-AF-spouse, Husband, White, Male,0,0, United-States,40,9,1
11919, Private, Prof-specialty,44,257758, Doctorate, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,16,1
11920, State-gov, Prof-specialty,44,136546, Doctorate, Married-civ-spouse, Husband, White, Male,0,1902, United-States,40,16,1
11921, Private, Exec-managerial,38,205493, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,60,9,1
11922, Private, Farming-fishing,19,71650, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
11923, Private, Sales,39,150217, Some-college, Divorced, Not-in-family, White, Female,0,0, United-States,38,10,0
11924, Self-emp-inc, Transport-moving,55,258648, 10th, Widowed, Not-in-family, White, Male,0,0, United-States,40,6,0
11925, Private, Other-service,17,114798, 10th, Never-married, Own-child, White, Female,0,0, United-States,20,6,0
11926, Private, Adm-clerical,43,186188, Some-college, Divorced, Unmarried, White, Female,0,0, United-States,40,10,0
11927, Local-gov, Other-service,36,175255, HS-grad, Married-civ-spouse, Wife, White, Female,0,0, United-States,35,9,0
11928, Private, Farming-fishing,45,249935, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,13,0
11929, Private, Exec-managerial,44,120277, Masters, Married-civ-spouse, Husband, White, Male,0,0, United-States,38,14,1
11930, Private, Transport-moving,26,193165, Some-college, Married-civ-spouse, Husband, White, Male,0,0, United-States,52,10,1
11931, Private, Craft-repair,32,185027, Assoc-acdm, Married-civ-spouse, Husband, White, Male,0,1887, Ireland,40,12,1
11932, Private, Other-service,21,221418, HS-grad, Never-married, Own-child, White, Female,0,0, United-States,40,9,0
11933, Federal-gov, Sales,43,56063, Bachelors, Married-civ-spouse, Husband, White, Male,0,0, United-States,60,13,0
11934, Private, Craft-repair,34,153927, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,40,9,0
11935, State-gov, Prof-specialty,33,163110, Bachelors, Never-married, Not-in-family, White, Male,0,0, United-States,20,13,0
11936, Self-emp-inc, Sales,40,175696, HS-grad, Never-married, Not-in-family, White, Male,0,0, United-States,51,9,0
11937, Private, Machine-op-inspct,46,143189, 5th-6th, Never-married, Own-child, White, Female,0,0, Dominican-Republic,40,3,0
11938, ?, ?,20,114969, HS-grad, Never-married, Own-child, White, Male,0,0, United-States,40,9,0
11939, State-gov, Exec-managerial,54,32778, HS-grad, Widowed, Not-in-family, White, Female,0,0, United-States,40,9,0
11940, Private, Exec-managerial,23,150683, Some-college, Never-married, Own-child, White, Male,0,0, United-States,40,10,0
11941, Self-emp-inc, Exec-managerial,58,78104, HS-grad, Married-civ-spouse, Husband, White, Male,0,0, United-States,45,9,0
11942, Private, Protective-serv,25,335005, Some-college, Married-civ-spouse, Husband, White, Male,3137,0, United-States,40,10,0
